,life_expect,Electric_consumption,gdp_per_capita,internet_usage,open_defecation,drinking_water_services,adult_obesity,cluster
504,-1.90295748598423,-0.8098641588271415,-0.7243043667963224,-1.032148922262391,-0.06553542490961617,-1.5527925558153075,-1.3290818672093045,1
505,-1.793024261603575,-0.8119250484272126,-0.7082241995873573,-1.0182501173443124,-0.06224616201460793,-1.4921501589794286,-1.3047249713363698,1
506,-1.6783779300683366,-0.8093038539127134,-0.6909267367373662,-0.9986373271997142,-0.05921126874551302,-1.4315978391489375,-1.268189627526967,1
507,-1.5643207369274217,-0.8074449341303228,-0.7087043255924849,-0.9715641975705752,-0.056438281371685016,-1.371124173758118,-1.2438327316540323,1
508,-1.4553301339776825,-0.8075285068655544,-0.6981668194927124,-0.9165399983370991,-0.05394568470905838,-1.3106884263759633,-1.2072973878446298,1
509,-1.3545874685484653,-0.8053332555441721,-0.6776447163879481,-0.9088871281186481,-0.0517344114747947,-1.250321476342273,-1.1829404919716948,1
510,-1.2636245004650073,-0.8032701796597466,-0.6574088461168026,-0.8908795354672813,-0.04981553777885608,-1.1900236236826507,-1.1464051481622923,1
511,-1.1820877466907171,-0.8042778861564807,-0.6533940627946574,-0.8692704242856409,-0.04816978477657711,-1.1298896816021289,-1.1098698043528898,1
512,-1.106913687575113,-0.8026246088634814,-0.6065765976008403,-0.8510217091043079,-0.04680802319684067,-1.0699190256155944,-1.0733344605434874,1
513,-1.0363349079352289,-0.7878950126039529,-0.6203392179881433,-0.8332552389829072,-0.04573110107962446,-1.0101430254456059,-1.036799116734085,1
514,-0.9703514077710625,-0.7882356796410711,-0.6274513636923136,-0.8148874944785129,-0.044928552002217646,-0.9506207901138221,-1.0002637729246824,1
515,0.7817461769452734,-0.5193283590530539,-0.5295186317399745,-0.8620582745548634,-0.5029536302520841,0.4252178540193415,-0.29391379260956796,2
516,0.7993025010960962,-0.503584100733494,-0.5135976453396778,-0.726668941490752,-0.5052654671242809,0.45182446611490445,-0.22084310499076307,2
517,0.8156805484582726,-0.5082226410818332,-0.49967372170059643,-0.3544387119636974,-0.5075311572370438,0.4773034109521917,-0.14777241737195818,2
518,0.831115974389533,-0.49225320988398846,-0.47901339246994723,-0.33863655672438797,-0.509751024888423,0.5016673509754578,-0.06252328181668583,2
519,0.8458444342476057,-0.47351750405790866,-0.4532163091219972,-0.322116682949025,-0.5119248045759623,0.5249186790025427,0.022725853738586505,2
520,0.8601015833902212,-0.46562518276083686,-0.4257145779269363,-0.27610032234961535,-0.5140517841812626,0.5470549175492893,0.10797498929385928,2
521,0.8744765602117003,-0.45645400820832915,-0.37944829521168566,-0.1669743108823319,-0.5161339376222819,0.568117875865534,0.19322412484913162,2
522,0.8889693647120427,-0.4340824680500685,-0.3260133119347184,-0.04812419938331045,-0.5181713611623947,0.5881183429401946,0.27847326040440396,2
523,0.9041691352855744,-0.42029280624432874,-0.29352991003198003,0.09197487144432405,-0.5201654026041266,0.6070884448103737,0.3637223959596763,2
524,0.9200758719322936,-0.4195187546611632,-0.30318936204131286,0.16544584946190097,-0.522115065189233,0.6250283769472977,0.46114997945141634,2
525,0.9369252300099289,-0.42919531455511256,-0.2697407584607811,0.24359880156883337,-0.5240234190276416,0.6407224333294304,0.5585775629431563,2
526,0.9545993818396152,-0.41975035164039404,-0.23462694058478387,0.34127904308616674,-0.5258904231353649,0.6553970504395051,0.6560051464348963,2
527,0.9728626720636256,-0.4203291494954134,-0.19461677031415878,0.6397658398989051,-0.5277121564803606,0.6710226288186082,0.7534327299266359,2
528,0.9917151006819583,-0.4076835531871036,-0.15931059026503935,0.5843024545326951,-0.5294910512980051,0.6857368947668748,0.8508603134183759,2
529,1.01103884001575,-0.40833875692273724,-0.10455558129339873,0.8378493590639411,-0.5312297184585238,0.699602264406375,0.948287896910116,2
530,1.0307160623861353,-0.407758556985686,-0.051758071222617316,1.0814182615491905,-0.5329310339310991,0.7126828733240993,1.0457154804018558,2
536,-2.495866366030808,-0.7964300967491668,-0.7647256005901661,-1.0626193270094049,1.5131956038397343,-0.8774349159946889,-1.4508663465739795,1
537,-2.512362241071849,-0.7968340847192872,-0.7686301349015967,-1.0567025351602892,1.477898514666834,-0.8778844986804265,-1.4265094507010445,1
538,-2.5147187946491405,-0.795023633634516,-0.7742074622548697,-1.0530224437768634,1.4430972141515648,-0.8784206472764582,-1.389974106891642,1
539,-2.503289509799276,-0.7962489726330482,-0.7819729287885956,-1.043631834708959,1.408825431942716,-0.8790632845057256,-1.3656172110187073,1
540,-2.477838731164527,-0.7967492578763489,-0.7762660481640693,-1.040368398430372,1.3750557767870901,-0.8797937263873646,-1.3290818672093045,1
541,-2.4387199417814855,-0.7969656268982931,-0.7731484394400805,-1.0335271054541948,1.3418775315232927,-0.8806694829429405,-1.3047249713363698,1
542,-2.3867579354022044,-0.7973442428817272,-0.7671778401391184,-1.0160358774248,1.3092332078947555,-0.8816519701978633,-1.268189627526967,1
543,-2.3243092656039757,-0.7951358531958934,-0.7645532011853798,-1.0061281284360295,1.2771249133200204,-0.8827412097448856,-1.2316542837175648,1
544,-2.2546731073950075,-0.7939498789759252,-0.7570781494353775,-1.0025266099057561,1.2455547200555592,-0.8839373476191965,-1.1951189399081623,1
545,-2.180323842031456,-0.7920676132846853,-0.7537105896197099,-0.9989250913754827,1.214575790270368,-0.8852775852910385,-1.1585835960987598,1
546,-2.103618023090614,-0.7910009644077521,-0.7435803429676786,-0.973714461663569,1.1841361031216848,-0.8867241229436517,-1.1220482522893573,1
547,-2.026323065755448,-0.7878079925685517,-0.7543658619847116,-0.9665114246030223,1.1542379798826132,-0.8882772839000829,-1.0855129084799549,1
548,-1.9496172468146047,-0.7917897275560899,-0.7498416201975482,-0.9124886466489216,1.1249067833583601,-0.8899550708330519,-1.0489775646705524,1
549,-1.8747966707355952,-0.7834592488259713,-0.7339170905455437,-0.8332552389829072,1.0961425435231509,-0.8917571121199328,-1.0002637729246824,1
550,-1.8038644080591164,-0.7838164302685907,-0.7105866323949078,-0.7108036089536123,1.0679452851633628,-0.8936830355698744,-0.9637284291152799,1
551,-1.7382343909315447,-0.7746716052661303,-0.6933921264265143,-0.46950186742529587,1.0401217852060871,-0.8955748259932536,-0.9150146373694101,1
557,0.23453144576145485,-0.22374831803559037,-0.3822858102105874,-0.8316387858438892,-0.5482577306579234,0.6712432681025937,0.3637223959596763,2
558,0.43544200731100396,-0.21276411127375278,-0.33214117347298294,-0.6546713070680412,-0.5482577306579234,0.671595910129015,0.4124361877055465,2
559,0.45952483487277823,-0.17658291451556146,-0.27466650924345976,-0.43132577100439795,-0.5482577306579234,0.6718725973779722,0.46114997945141634,2
560,0.44733972905923997,-0.13299202904421148,-0.22760129174980395,-0.25160999634375636,-0.5482577306579234,0.6721510825076342,0.5098637711972861,2
561,0.5541318395497756,-0.11836617061878155,-0.17636823319031555,0.04227391572655144,-0.5482577306579234,0.6724280822832635,0.5707560108796236,2
562,0.5216573824348277,-0.0806433271357132,-0.1370907858095169,0.12258777895164782,-0.5482577306579234,0.6727049275002474,0.6194698026254938,2
563,0.5914343588593604,-0.04700668420171693,-0.025708677400880117,0.29690127581687925,-0.5482577306579234,0.6729819301170279,0.6803620423078313,2
564,0.5759730685743133,-0.01131714214920905,0.07217647515776765,0.42151381696433826,-0.5482577306579234,0.6732587651058662,0.7412542819901686,2
565,0.600314542030518,0.011168390820293393,0.14585844110878715,0.522356335811993,-0.5482577306579234,0.6732654855657565,0.8021465216725061,2
566,0.6304899230881994,0.04276578079020889,0.10603169401942361,0.7506926106313252,-0.5482577306579234,0.6732654855657565,0.8630387613548436,2
567,0.6667003813000411,0.00495294643305659,0.09662760220295002,0.9657032668886459,-0.5482577306579234,0.6736064237524588,0.9239310010371811,2
568,0.7020486849594153,0.027808746100795513,0.15066625683345605,1.010361339984993,-0.5482577306579234,0.6740041849702776,0.9970016886559857,0
569,0.7195791435781737,0.023032579729850965,0.17041106914782275,1.159824148662656,-0.5482577306579234,0.6742314770947461,1.057893928338323,0
570,0.743432064594672,0.005141654838351942,0.20567649651463646,1.3329717205318043,-0.5482577306579234,0.6747997074059168,1.1187861680206606,0
571,0.7848154442299271,-0.00916111201013415,0.21826262594289478,1.398605794227506,-0.5482577306579234,0.6770158056194815,1.1918568556394658,0
572,0.7609625243917064,-0.01793610609720575,0.2686216432083415,1.444526449153948,-0.5482577306579234,0.6805956565798547,1.2527490953218032,0
578,0.8473761940728459,-0.1359383505416379,0.16478927433382834,-0.5215296068791183,-0.5482577306579234,0.7417023424701547,0.03490430167505417,2
579,0.862693792325241,-0.09297400565551919,0.24595493868329585,-0.39319436798785345,-0.5482577306579234,0.7416984722535052,0.08361809342092395,2
580,0.8774222521833138,-0.07494322104631539,0.28178330484026476,-0.0510054142075291,-0.5482577306579234,0.7417006940340216,0.12015343723032651,2
581,0.8916794013259294,-0.02037566151149392,0.31909459547738367,0.012741463778309713,-0.5482577306579234,0.7412566379562907,0.16886722897619674,2
582,0.9059365504685432,0.026909959157583714,0.4049959853265928,0.14743825681053407,-0.5482577306579234,0.7408131228338163,0.2175810207220665,2
583,0.9205471826477508,0.03322122099046109,0.49879663094245347,0.11070276780174573,-0.5482577306579234,0.7403700532039057,0.2541163645314691,2
584,0.9363360916156048,0.06681668543739369,0.614983909695435,0.21946862741600165,-0.5482577306579234,0.7399278450111462,0.30283015627733884,2
585,0.9535389327298339,0.09729029554864047,0.7628390455969924,0.3973836428115068,-0.5482577306579234,0.7394866153109835,0.33936550008674143,2
586,0.9725091890270319,0.12787296863366315,0.863365948304232,0.4528470281777168,-0.5482577306579234,0.7390453873155106,0.3880792918326112,0
587,0.9930112051494699,0.16689224474840328,0.8145979147655312,0.7229609179482203,-0.5482577306579234,0.7386053446484673,0.4367930835784814,0
588,1.014809325739418,0.1718519644036375,0.7907967702532673,0.8374892072109138,-0.5482577306579234,0.7381657991829466,0.473328427387884,0
589,1.0373144124025517,0.17373138265613366,0.7851262329655352,0.9768640972977958,-0.5482577306579234,0.7377269640053147,0.5220422191337538,0
590,1.059819499065687,0.09764104068012211,0.7088259662434638,1.1148013944435782,-0.5482577306579234,0.7372887913842255,0.5707560108796236,0
591,1.0818532750133638,0.052618071305525496,0.6335385980048431,1.2864112889724302,-0.5482577306579234,0.7368500817854926,0.6194698026254938,0
592,1.1029444295301243,-0.04577757592795567,0.6183275925290871,1.425977335057584,-0.5482577306579234,0.7364110204521968,0.6681835943713635,0
593,1.123210790294832,-0.037615302248950155,0.7078332191819343,1.5119002363756986,-0.5482577306579234,0.7359706987840705,0.729075834053701,0
599,0.48909670845070224,0.37355312486245157,-0.09588123786149602,-0.7187079377360746,-0.5482577306579234,0.7369711858705603,0.7168973861172337,2
600,0.513237013532503,0.4197461967036135,-0.024403685699731066,-0.5416340846529774,-0.5482577306579234,0.736954271358888,0.7656111778631035,2
601,0.5189847054430797,0.4611851361800654,0.00817445362793848,-0.20911207768653048,-0.5482577306579234,0.7372706909758937,0.8021465216725061,2
602,0.512949629467199,0.46163845858340913,0.07448939390512357,0.1643653939028189,-0.5482577306579234,0.7375877930375028,0.8508603134183759,2
603,0.5778985448753708,0.5013746080428367,0.14640205747978688,0.20758361626609956,-0.5482577306579234,0.7379059997388369,0.8995741051642461,2
604,0.6017514647135915,0.535595944704498,0.20641367755125756,0.1993001236464709,-0.5482577306579234,0.7382255809892939,0.9361094489736482,2
605,0.6724480720323418,0.5635414145694667,0.30073097966660267,0.6552523695790807,-0.5482577306579234,0.7385462663112453,0.9848232407195184,0
606,0.6960136078052586,0.6011859982027882,0.4224077243764639,0.7993131107900159,-0.5482577306579234,0.7388676829456075,1.0335370324653883,0
607,0.7256142207323321,0.5989171604110949,0.5096986533756327,1.1969207565321969,-0.5482577306579234,0.7391903178657567,1.0700723762747908,0
608,0.7376843726840953,0.5925170055213842,0.49871176262262873,1.2495029270741886,-0.5482577306579234,0.7395142352817182,1.1187861680206606,0
609,0.7784929830104647,0.515565472992937,0.5049258708848184,1.4076095905531896,-0.5482577306579234,0.7398392204024342,1.1674999597665308,0
610,0.8313717464668751,0.5615621101273953,0.5626723381411436,1.467754950008755,-0.5482577306579234,0.7401653692588278,1.2162137515124005,0
611,0.8552246674833734,0.5506286599231278,0.5757425819702859,1.5736398764375417,-0.5482577306579234,0.7404977822861716,1.2649275432582707,0
612,0.867007435369831,0.5519144140270011,0.656392474021103,1.5981443268787725,-0.5482577306579234,0.7408344360163276,1.3258197829406082,0
613,0.9434517334208804,0.5475624999026023,0.7432838902345269,1.6025133880727511,-0.5482577306579234,0.7411697799756166,1.3867120226229457,0
614,0.9144258909809685,0.5418644611856904,0.8153411624309772,1.654271785442224,-0.5482577306579234,0.7411742746773776,1.4354258143688154,0
620,0.6804948411784594,0.5967822398237277,0.5449654643052447,0.3398468942004776,-0.5482577306579234,0.7479879021776407,-0.13559396943549074,2
621,0.7040603769513761,0.5910567041947393,0.5851612847670495,0.4761677509566176,-0.5482577306579234,0.7479878339900032,-0.08688017768962072,0
622,0.7161305289031393,0.5927296907834433,0.6472222414601759,1.2430201937196963,-0.5482577306579234,0.7479875135081071,-0.03816638594375073,0
623,0.7454437565866329,0.6023348263350564,0.6565101470172553,1.6755625692055294,-0.5482577306579234,0.7479878339900032,0.010547405802119277,0
624,0.786539752156584,0.6174896249920611,0.7657869949070402,1.8437534845692962,-0.5482577306579234,0.7479876430646183,0.07143964548445672,0
625,0.8279231317918391,0.6203350570841482,0.8282829371408342,1.908940969967244,-0.5482577306579234,0.7479878339900032,0.12015343723032651,0
626,0.8575237435406382,0.6298899101856411,0.9925477819537174,2.0497603445009336,-0.5482577306579234,0.7479877714846688,0.15668878103972908,0
627,0.8693065114270958,0.6663544958169024,1.0787915220880895,1.9914157443105047,-0.5482577306579234,0.7479879590006716,0.20540257278559884,0
628,0.8989071231758933,0.6319557072268259,1.196003563298137,1.991055592457477,-0.5482577306579234,0.747987896495337,0.2541163645314691,0
629,0.9167249682165093,0.6024166315405137,1.1471548229612725,2.056603229708453,-0.5482577306579234,0.7479878339900032,0.30283015627733884,0
630,0.9759261917141043,0.5332425378039164,1.2849770594210377,2.124311778077592,-0.5482577306579234,0.747987896495337,0.33936550008674143,0
631,1.0584055669193122,0.5569600905729306,1.3572158677470285,2.163568812300903,-0.5482577306579234,0.7479877714846688,0.3880792918326112,0
632,1.0880061786681097,0.5214223082251196,1.3778807555127353,2.2518059561472414,-0.5482577306579234,0.7479876476104611,0.4367930835784814,0
633,1.1173194063516032,0.4933891788627014,1.4770766316018582,2.3371507186611584,-0.5482577306579234,0.7479876481786911,0.473328427387884,0
634,1.1644504778974367,0.493582714363848,1.537670348320174,2.386142175228467,-0.5482577306579234,0.7479877101157949,0.5220422191337538,0
635,1.1647378619627407,0.45384338783449707,1.5966802730525982,2.3984054041686482,-0.5482577306579234,0.7479876493151518,0.5707560108796236,0
641,0.2290165353915183,-0.6954594443089887,-0.632551530672754,-1.0182944709093773,0.25368754770311047,-0.25736109127474943,-0.5131258554659829,2
642,0.26636790959159173,-0.6954372597543886,-0.6192057232291558,-0.974778938221327,0.20811378764659577,-0.21574362485177392,-0.46441206372011284,2
643,0.30089141949891335,-0.6928013756970633,-0.6070180494146653,-0.9175020715499088,0.16539824223231792,-0.173379033305223,-0.4035198240377754,2
644,0.3327048927923517,-0.6836454381439844,-0.5972982467778123,-0.9103195116432695,0.12450486507750225,-0.13248669296932697,-0.35480603229190544,2
645,0.36169050179303835,-0.6776349849919056,-0.5661630494415955,-0.8968421145379432,0.08384279670617865,-0.09161331845652593,-0.3060922405460356,2
646,0.38820172953756865,-0.6538696004572803,-0.5412230105095812,-0.8550712516056669,0.0434228768354363,-0.05077065451912301,-0.25737844880016564,2
647,0.4125920590625381,-0.6603145554869639,-0.5183295407125168,-0.811646127801267,0.0032432719073871544,-0.009958687519589594,-0.1964862091178282,2
648,0.4355684564411308,-0.6453635773387209,-0.5050023637519142,-0.6819914607114252,-0.036716985970175954,0.03084504980034653,-0.14777241737195818,2
649,0.4580735431042663,-0.6254901656111433,-0.4766697187517327,-0.39386997828955483,-0.076438130640871,0.07161765264507367,-0.09905862562608818,2
650,0.48046080208853664,-0.59807854766493,-0.47860601648721884,-0.18498190353369878,-0.11592175200672789,0.11235925511694425,-0.03816638594375073,2
651,0.5033193717882659,-0.5920201839860023,-0.46442760194747496,-0.025434632642588068,-0.15517765676930845,0.15308055358333572,0.010547405802119277,2
652,0.5268849075611827,-0.5847587633026737,-0.4249009370934375,0.05872595345978937,-0.19395729116686164,0.1934348070896085,0.07143964548445672,2
653,0.5511574094072869,-0.5684630770981765,-0.4014864283797806,0.19444334805448935,-0.23238749747036694,0.2335412178539801,0.13233188516679417,2
654,0.576136877326577,-0.5541606063743435,-0.35803571556222297,0.3797045785195603,-0.2706576819387631,0.27364787636676685,0.19322412484913162,2
655,0.6015876559613278,-0.5426478162265383,-0.32917328012067304,0.5709909060231257,-0.30876228273943906,0.3137445220932401,0.2541163645314691,2
656,0.6275097453115357,-0.5323018467537299,-0.36285388479373865,0.6916433297620743,-0.3467129378261352,0.35385069817849274,0.3150086042138065,2
662,-0.28989656232810096,-0.6403411171856052,-0.6536067459045163,-1.0604950214734763,-0.45787391573677,0.6107601513370081,0.5707560108796236,2
663,-0.2610287810062778,-0.6279015124901729,-0.6348588302567476,-1.0478601828092156,-0.44759624717262725,0.6279926782173382,0.6316482505619609,2
664,-0.23817021130654856,-0.620177609933572,-0.6232920392757377,-1.0407406803418702,-0.45352618533568456,0.6326516655898015,0.6925404902442984,2
665,-0.21872864429389344,-0.6087801038852995,-0.6169411232200858,-0.9729941682218421,-0.4594501568411741,0.6373067668351661,0.7534327299266359,2
666,-0.20046535406988308,-0.5977398224223243,-0.6065216100589143,-0.9255302816211961,-0.4653681441080604,0.641958895099543,0.8143249696089734,2
667,-0.1822020638458727,-0.5828494118198176,-0.5903508821132509,-0.6416544531723634,-0.47128015918367594,0.646607285544933,0.8752172092913107,2
668,-0.1629961521909462,-0.5732490765236339,-0.5703854721114099,-0.6117618493710943,-0.477186191404114,0.6512526711884377,0.948287896910116,2
669,-0.14249413606850814,-0.557476860824762,-0.54059390146154,-0.5789880307456066,-0.48308625558355855,0.655894176955378,1.021358584528921,2
670,-0.12128515387288423,-0.541784495820635,-0.5088843980925811,-0.49363204157812746,-0.488960671626237,0.6604951974491078,1.0944292721477258,2
671,-0.09972268864066489,-0.5217032644714554,-0.47795222735106063,-0.4223219746787145,-0.4948240676453384,0.6650767873073468,1.1674999597665308,2
672,-0.07757108501412317,-0.5115839128596378,-0.46247265778861674,-0.3506517559262743,-0.5006904118023313,0.6696639640060056,1.2527490953218032,2
673,-0.05518382602985283,-0.4969114104012605,-0.4421293109458122,-0.2930274594419002,-0.5065589399850664,0.6742551046793152,1.3379982308770755,2
674,-0.032325256330123585,-0.4883790381066596,-0.4337467762294143,-0.148966718230965,-0.5124302865518874,0.6788517128646783,1.4232473664323477,2
675,-0.009584514309259492,-0.4642272416340974,-0.36117952670610287,-0.12015456998877805,-0.5273683160428709,0.6834322378593141,1.520674949924088,2
676,0.01303840003273946,-0.46430421380361014,-0.3545435256787198,-0.012109014080576654,-0.5323000693611245,0.6880223807201971,1.6181025334158279,2
677,0.03530783133814633,-0.46442688641124297,-0.37133184897440186,0.14976497860046528,-0.5372408188663854,0.6926210180560017,1.7033516689711001,2
678,-0.22886182467624733,-0.7055916651330284,-0.703248776217695,-1.0285512811629827,0.018174611727926192,-0.4893001287895045,-0.25737844880016564,2
679,-0.19504528084211153,-0.6998139534401643,-0.6975580087863107,-1.0169326840268496,0.012792801368468124,-0.4777151503503575,-0.18430776118136075,2
680,-0.16323180754867483,-0.6972537978948095,-0.6915481997696087,-1.0025266099057561,0.007430529764786325,-0.4068961248098816,-0.12341552149902328,2
681,-0.1340105431902579,-0.6883246520274527,-0.6842483101650964,-0.9809174987241158,-0.028085950958794827,-0.33638076495707775,-0.050344833880218175,2
682,-0.10714583240913385,-0.6825001030946052,-0.676557709906442,-0.9557068690122021,-0.06305874334961452,-0.2661551031226666,0.010547405802119277,2
683,-0.08169505377438481,-0.6832897341785815,-0.6625959920983467,-0.9196916837094683,-0.09745628835386777,-0.19631515715993783,0.07143964548445672,2
684,-0.057069068891686774,-0.6689143944597117,-0.6434163386198111,-0.8728719428159144,-0.1313092268918111,-0.1268281708643751,0.13233188516679417,2
685,-0.03244308400898873,-0.655365520321622,-0.63135240592632,-0.8509026797812468,-0.1649858230329934,-0.05696330345665938,0.19322412484913162,2
686,-0.007227960731968317,-0.641045812788936,-0.6203426036416277,-0.7079223941293936,-0.20024917258491098,0.016877705549203946,0.2541163645314691,2
687,0.018929783975968232,-0.6468545605454896,-0.6262109294853009,-0.634811567964844,-0.234552605557163,0.0893765431954767,0.3150086042138065,2
688,0.04626580547255121,-0.6489686849980738,-0.6173139480492856,-0.49831401566748285,-0.26792549599788607,0.1605455656502749,0.3880792918326112,2
689,0.07442662072118685,-0.646555391374454,-0.5998691172931316,-0.39026845975928154,-0.30038786230808845,0.2303786559142994,0.4489715315149487,2
690,0.10305874668527971,-0.6413790562274025,-0.5959790630858232,-0.33907691763645115,-0.3319430835627794,0.2988373243391913,0.5098637711972861,2
691,0.13169087264937426,-0.6336583373188284,-0.5786494380237512,-0.23866974026448406,-0.36259865349097126,0.36589251844560283,0.5707560108796236,2
692,0.15996951557687336,-0.6241357482963213,-0.5602819534474198,-0.1791578104857453,-0.392381337979784,0.431556842718296,0.6438266984984287,2
693,0.18789467546778038,-0.6289535808799935,-0.5414788112552479,-0.10565467775057827,-0.42130390558764286,0.49581498619153513,0.7168973861172337,2
699,-1.831553912592293,-0.8178072237807806,-0.8546552278006143,-1.0660317560927388,4.220465090295309,-2.274189780921462,-1.7553275449856667,1
700,-1.7619177543833258,-0.818606320656499,-0.8488649862794,-1.0652717151040108,4.14912584611375,-2.2567900153371,-1.7553275449856667,1
701,-1.6869793506254511,-0.8171402842335348,-0.8487574397557964,-1.0627767685804568,4.077320147088065,-2.238578170222293,-1.7431490970491994,1
702,-1.6055604245300246,-0.8159597916769032,-0.8532537216578409,-1.0602229367607356,4.005085019455292,-2.2195824047983406,-1.730970649112732,1
703,-1.5182501144913694,-0.8154048777425872,-0.853555649520543,-1.058674283792718,3.932423646823911,-2.199796881635256,-1.7187922011762644,1
704,-1.4269336633713183,-0.8161042178391635,-0.852124281635466,-1.057485782677728,3.859405208550836,-2.179284404388182,-1.706613753239797,1
705,-1.3350280738569442,-0.816277911584924,-0.8530318780416303,-1.0562972815627376,3.785968102993637,-2.157970801386371,-1.6944353053033292,1
706,-1.24595034863532,-0.8176227496786217,-0.8518703329139614,-1.0561892360068295,3.7122130660267523,-2.1359542668052054,-1.682256857366862,1
707,-1.1624105243203318,-0.8171255094811697,-0.8600591011564729,-1.0540283248886655,3.6380462489302117,-2.1131255890518,-1.657899961493927,1
708,-1.0858225330583535,-0.8177300419765738,-0.8581313634033065,-1.0515072619174741,3.576896991328342,-2.1039417734833408,-1.6457215135574594,1
709,-1.0161863748493853,-0.8167791127554173,-0.8567953971255259,-1.0489861989462828,3.515670709769194,-2.094449027573378,-1.6213646176845244,1
710,-0.9526772559413754,-0.8162385380062219,-0.8495656177344819,-1.0457448322690366,3.4543359514921734,-2.0846104726064847,-1.609186169748057,1
711,-0.8930564504358969,-0.8154674042827065,-0.8495653429306406,-1.0421433137387632,3.39292661849786,-2.0744591960654515,-1.584829273875122,1
712,-0.8355565431499808,-0.8146704602860179,-0.8495653429306406,-1.0385417952084899,3.3734202469888945,-2.053096347951953,-1.560472378002187,1
713,-0.7795883956893049,-0.8141953125431187,-0.8495513628591136,-1.035300428531244,3.3537855246984667,-2.031592404274579,-1.536115482129252,1
714,-0.7250341803750026,-0.8138532626192704,-0.8495211328889484,-1.0319246129895012,3.3339898546576126,-2.0099127291229424,-1.511758586256317,1
720,-0.04716292241579978,0.14618319921397946,-0.4474046788651513,-0.04175117512613569,-0.5482577306579234,0.7050771714097264,0.3515439480232091,2
721,-0.06584291965232764,0.16381085586857705,-0.4013389814423646,0.06451292421564386,-0.5482577306579234,0.7061117807264022,0.375900843896144,2
722,0.010313994333416098,0.19460152440196482,-0.3317476979114846,0.42439503178855714,-0.5482577306579234,0.707146390043078,0.40025773976907886,2
723,0.05888198856232481,0.2137451227975204,-0.2559504728531877,0.5612527359389455,-0.5482577306579234,0.7081809999279838,0.42461463564201374,2
724,0.12871644250688385,0.2997972404492588,-0.1835343889663184,0.8450523961244879,-0.5482577306579234,0.7092156092446597,0.4489715315149487,2
725,0.20631027917570444,0.35940118072393884,-0.07527677340936444,1.1421776748720418,-0.5482577306579234,0.7102502185613354,0.4855068753243512,2
726,0.2208232003956604,0.381846000953696,0.06454571001794464,1.2163689565956732,-0.5482577306579234,0.7112848284462412,0.5098637711972861,0
727,0.23533612279389404,0.45618054021966115,0.2115625605929022,1.3128896532069998,-0.5482577306579234,0.733882984822321,0.5463991150066887,0
728,0.347990879056785,0.5459390189318117,0.24288331629547474,1.4709963166860012,-0.5482577306579234,0.7338290643116334,0.5829344588160912,0
729,0.4721410179625518,0.5651137209761188,0.12296991050710408,1.54014547246725,-0.5482577306579234,0.7337751443691758,0.6194698026254938,0
730,0.5434123945901861,0.4796172933362918,0.18186171601600087,1.597769768951624,-0.5482577306579234,0.7337209312198785,0.6560051464348963,0
731,0.6376745376818514,0.5962992882348017,0.33341299608441544,1.6842062136781852,-0.5482577306579234,0.733666331673969,0.7047189381807661,0
732,0.6491699215030067,0.554079803553146,0.4076368909963251,1.7522722462555769,-0.5482577306579234,0.7336702530313458,0.7412542819901686,0
733,0.7451563713430512,0.6365708319472203,0.48339092124469235,1.8104142275345554,-0.5482577306579234,0.733732597556397,0.7899680737360385,0
734,0.7325114500824041,0.6311347209861462,0.5597884861693723,1.963018780204943,-0.5482577306579234,0.7337943908980459,0.826503417545441,0
735,0.7980351347994615,0.6460309139395146,0.5716772524872412,2.113136392131303,-0.5482577306579234,0.7338563137962052,0.8752172092913107,0
741,-2.2241557385690807,-0.8300527458638693,-0.9085384048608605,-1.0704057345840274,3.89494922250168,-3.906645510648747,-1.779684440858602,1
742,-2.1470964365916445,-0.8301068446589581,-0.9066478415777958,-1.0696170519429444,3.7187503509732176,-3.814186491752185,-1.7675059929221344,1
743,-2.0582543667277498,-0.829267699007328,-0.9065989324677959,-1.0683478810986833,3.542909012569063,-3.722328048540796,-1.7553275449856667,1
744,-1.95668690754648,-0.8293419710458119,-0.9074128724026036,-1.0671446354748755,3.3675401630509647,-3.6311832042963936,-1.7553275449856667,1
745,-1.8432188527998872,-0.8288152482994818,-0.9039352895271929,-1.065361060423224,3.1926161938526008,-3.540715349076489,-1.7431490970491994,1
746,-1.7196176176709406,-0.8283417706754264,-0.9003549506911539,-1.0630443728961003,3.018144988771397,-3.450925162484535,-1.730970649112732,1
747,-1.5887110664523894,-0.8277361764983393,-0.8966729959254702,-1.059769409885427,2.8441053900399647,-3.361779495100638,-1.706613753239797,1
748,-1.4552123062988183,-0.8268668451711824,-0.8924955883070091,-1.0576298434189388,2.6700948870575245,-3.272781617601913,-1.6944353053033292,1
749,-1.3239522720436734,-0.8264084412951903,-0.8884602077224701,-1.05474862859472,2.4919988465724643,-3.1787787243368952,-1.682256857366862,1
750,-1.1985836217317578,-0.8260945634630279,-0.8855277086303346,-1.0515072619174741,2.3147953330019204,-3.08558027188225,-1.6700784094303944,1
751,-1.0828768410867384,-0.8258390515338062,-0.8803667169999337,-1.0439440730039,2.138436990530006,-2.9930974532273344,-1.6457215135574594,1
752,-0.9794241390436352,-0.8244870628217466,-0.8748805436852137,-1.031338758147943,1.9630045236028917,-2.901401745494762,-1.633543065620992,1
